rxn	eqn	sub	 0.00	 0.67	 1.37	 2.04	 2.74	 3.41	 4.11	 4.78	 5.47	 6.15	 6.82	 7.52	 8.19	 8.89	 9.56	 10.26	 10.93	 11.62	 12.30	 12.99	 13.67	 14.34	 15.04	 15.71	 16.40	 17.08	 17.77	 18.45	 19.14	 19.82
HMR_4137	CoA[m] + NAD+[m] + pyruvate[m] => acetyl-CoA[m] + CO2[m] + H+[m] + NADH[m]	Tricarboxylic acid cycle	 -0.00	 0.00	 0.00	 0.04	 0.08	 0.14	 0.20	 0.27	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42
HMR_4388	H+[c] + NADH[c] + pyruvate[c] <=> L-lactate[c] + NAD+[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 -0.00	 0.00	 -0.00	 0.00	 0.00	 0.01	 0.46	 0.91	 1.37	 1.82	 2.29	 2.73	 3.20	 3.65	 4.11	 4.56	 5.02	 5.47	 5.92	 6.38	 6.83	 7.30	 7.75	 8.21	 8.66	 9.12	 9.57
HMR_4379	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-1,6-bisphosphate[c]	Glycolysis / Gluconeogenesis	 -0.00	 -0.00	 -0.00	 0.02	 0.04	 0.07	 0.10	 0.13	 0.21	 0.44	 0.66	 0.89	 1.12	 1.35	 1.58	 1.81	 2.03	 2.26	 2.49	 2.72	 2.94	 3.17	 3.40	 3.63	 3.86	 4.08	 4.31	 4.54	 4.77	 4.99
HMR_4358	ADP[c] + PEP[c] => ATP[c] + pyruvate[c]	Glycolysis / Gluconeogenesis	 -0.00	 -0.00	 -0.00	 0.04	 0.08	 0.14	 0.20	 0.27	 0.43	 0.88	 1.33	 1.79	 2.24	 2.70	 3.15	 3.61	 4.06	 4.53	 4.98	 5.44	 5.89	 6.34	 6.80	 7.25	 7.71	 8.16	 8.63	 9.08	 9.54	 9.99
HMR_4363	2-phospho-D-glycerate[c] <=> H2O[c] + PEP[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.04	 0.08	 0.14	 0.20	 0.27	 0.43	 0.88	 1.33	 1.79	 2.24	 2.70	 3.15	 3.61	 4.06	 4.53	 4.98	 5.44	 5.89	 6.34	 6.80	 7.25	 7.71	 8.16	 8.63	 9.08	 9.54	 9.99
HMR_4365	2-phospho-D-glycerate[c] <=> 3-phospho-D-glycerate[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 -0.04	 -0.08	 -0.14	 -0.20	 -0.27	 -0.43	 -0.88	 -1.33	 -1.79	 -2.24	 -2.70	 -3.15	 -3.61	 -4.06	 -4.53	 -4.98	 -5.44	 -5.89	 -6.34	 -6.80	 -7.25	 -7.71	 -8.16	 -8.63	 -9.08	 -9.54	 -9.99
HMR_4368	1,3-bisphospho-D-glycerate[c] + ADP[c] <=> 3-phospho-D-glycerate[c] + ATP[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.04	 0.08	 0.14	 0.20	 0.27	 0.43	 0.88	 1.33	 1.79	 2.24	 2.70	 3.15	 3.61	 4.06	 4.53	 4.98	 5.44	 5.89	 6.34	 6.80	 7.25	 7.71	 8.16	 8.63	 9.08	 9.54	 9.99
HMR_4373	1,3-bisphospho-D-glycerate[c] + H+[c] + NADH[c] <=> GAP[c] + NAD+[c] + Pi[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 -0.04	 -0.08	 -0.14	 -0.20	 -0.27	 -0.43	 -0.88	 -1.33	 -1.79	 -2.24	 -2.70	 -3.15	 -3.61	 -4.06	 -4.53	 -4.98	 -5.44	 -5.89	 -6.34	 -6.80	 -7.25	 -7.71	 -8.16	 -8.63	 -9.08	 -9.54	 -9.99
HMR_4375	DHAP[c] + GAP[c] <=> fructose-1,6-bisphosphate[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 -0.02	 -0.04	 -0.07	 -0.10	 -0.13	 -0.21	 -0.44	 -0.66	 -0.89	 -1.12	 -1.35	 -1.58	 -1.81	 -2.03	 -2.26	 -2.49	 -2.72	 -2.94	 -3.17	 -3.40	 -3.63	 -3.86	 -4.08	 -4.31	 -4.54	 -4.77	 -4.99
HMR_4381	fructose-6-phosphate[c] <=> glucose-6-phosphate[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 -0.02	 -0.04	 -0.07	 -0.10	 -0.13	 -0.21	 -0.44	 -0.66	 -0.89	 -1.12	 -1.35	 -1.58	 -1.81	 -2.03	 -2.26	 -2.49	 -2.72	 -2.94	 -3.17	 -3.40	 -3.63	 -3.86	 -4.08	 -4.31	 -4.54	 -4.77	 -4.99
HMR_4391	DHAP[c] <=> GAP[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.02	 0.04	 0.07	 0.10	 0.13	 0.21	 0.44	 0.66	 0.89	 1.12	 1.35	 1.58	 1.81	 2.03	 2.26	 2.49	 2.72	 2.94	 3.17	 3.40	 3.63	 3.86	 4.08	 4.31	 4.54	 4.77	 4.99
HMR_4396	glucose-1-phosphate[c] <=> glucose-6-phosphate[c]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.02	 0.04	 0.07	 0.10	 0.13	 0.21	 0.44	 0.66	 0.89	 1.12	 1.35	 1.58	 1.81	 2.03	 2.26	 2.49	 2.72	 2.94	 3.17	 3.40	 3.63	 3.86	 4.08	 4.31	 4.54	 4.77	 4.99
HMR_3163	butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m]	Butanoate metabolism	 -0.00	 0.01	 0.03	 0.03	 0.03	 0.03	 0.03	 0.03	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00
HMR_4002	2 ADP[c] <=> AMP[c] + ATP[c]	Purine metabolism	 0.00	 -0.01	 -0.03	 -0.03	 -0.03	 -0.03	 -0.03	 -0.03	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
HMR_3827	AKG[m] + aspartate[m] <=> glutamate[m] + OAA[m]	Alanine, aspartate and glutamate metabolism	 0.00	 0.00	 0.00	 -0.04	 -0.08	 0.00	 0.00	 -0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 -0.00	 -0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 -0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
HMR_3829	AKG[c] + aspartate[c] <=> glutamate[c] + OAA[c]	Alanine, aspartate and glutamate metabolism	 0.00	 0.00	 -0.00	 0.04	 0.08	 0.00	 -0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 -0.00	 0.00	 0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00
HMR_3164	crotonyl-CoA[m] + H2O[m] => (S)-3-hydroxybutyryl-CoA[m]	Tryptophan metabolism	 -0.00	 0.01	 0.03	 0.03	 0.03	 0.03	 0.03	 0.03	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00
HMR_3166	(S)-3-hydroxybutyryl-CoA[m] + NAD+[m] => acetoacetyl-CoA[m] + H+[m] + NADH[m]	Tryptophan metabolism	 -0.00	 0.01	 0.03	 0.03	 0.03	 0.03	 0.03	 0.03	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00
HMR_3885	acetoacetyl-CoA[m] + CoA[m] <=> 2 acetyl-CoA[m]	Tryptophan metabolism	 0.00	 0.01	 0.03	 0.03	 0.03	 0.03	 0.03	 0.03	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 -0.00	 0.00	 -0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 -0.00	 0.00	 0.00
HMR_3957	isocitrate[m] + NAD+[m] => AKG[m] + CO2[m] + H+[m] + NADH[m]	Tricarboxylic acid cycle	 -0.00	 0.06	 0.11	 0.16	 0.20	 0.26	 0.32	 0.38	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42	 0.42
HMR_4139	H+[c] + NADH[c] + OAA[c] <=> malate[c] + NAD+[c]	Tricarboxylic acid cycle	 0.00	 0.00	 0.00	 0.04	 0.08	 -0.12	 -0.37	 -0.62	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79	 -0.79
HMR_4141	H+[m] + NADH[m] + OAA[m] <=> malate[m] + NAD+[m]	Tricarboxylic acid cycle	 0.00	 -0.06	 -0.11	 -0.20	 -0.28	 -0.13	 0.05	 0.24	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37	 0.37
