rxn	eqn	sub	 0.00	 172.39	 172.39	 172.39	 172.39	 172.39	 172.39	 172.39	 191.02	 214.38	 238.57	 261.93	 286.12	 310.31	 333.67	 357.86	 381.21	 405.41	 429.60	 452.95	 477.14	 500.50	 524.69	 548.05	 572.24	 596.43	 619.79	 643.98	 667.33	 691.52
HMR_4137	CoA[m] + NAD+[m] + pyruvate[m] => acetyl-CoA[m] + CO2[m] + H+[m] + NADH[m] + 0.0012821 Mass Constraint[s]	Tricarboxylic acid cycle	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 0.36	 0.35	 0.33	 0.31	 0.30	 0.28	 0.26	 0.24	 0.23	 0.21	 0.19	 0.17	 0.16	 0.14	 0.12	 0.10	 0.09	 0.07	 0.05	 0.03	 0.02	 0.00
HMR_4388	H+[c] + NADH[c] + pyruvate[c] => L-lactate[c] + NAD+[c] + 8.2631e-06 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 -0.00	 0.00	 0.00	 0.00	 -0.00	 -0.00	 0.63	 1.30	 1.95	 2.62	 3.29	 3.93	 4.60	 5.25	 5.92	 6.59	 7.23	 7.90	 8.55	 9.21	 9.86	 10.53	 11.20	 11.84	 12.51	 13.16	 13.83
HMR_4379	ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-1,6-bisphosphate[c] + 0.00033501 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 0.18	 0.49	 0.82	 1.13	 1.46	 1.78	 2.10	 2.42	 2.74	 3.06	 3.39	 3.70	 4.03	 4.34	 4.67	 4.98	 5.31	 5.63	 5.95	 6.27	 6.59	 6.91
HMR_4358	ADP[c] + PEP[c] => ATP[c] + pyruvate[c] + 7.9365e-05 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 0.36	 0.98	 1.63	 2.26	 2.91	 3.56	 4.19	 4.84	 5.47	 6.13	 6.78	 7.41	 8.06	 8.69	 9.34	 9.97	 10.62	 11.27	 11.90	 12.55	 13.18	 13.83
HMR_4363	2-phospho-D-glycerate[c] => H2O[c] + PEP[c] + 0.00044444 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.36	 0.98	 1.63	 2.26	 2.91	 3.56	 4.19	 4.84	 5.47	 6.13	 6.78	 7.41	 8.06	 8.69	 9.34	 9.97	 10.62	 11.27	 11.90	 12.55	 13.18	 13.83
HMR_4368	1,3-bisphospho-D-glycerate[c] + ADP[c] => 3-phospho-D-glycerate[c] + ATP[c] + 1.4749e-05 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.36	 0.98	 1.63	 2.26	 2.91	 3.56	 4.19	 4.84	 5.47	 6.13	 6.78	 7.41	 8.06	 8.69	 9.34	 9.97	 10.62	 11.27	 11.90	 12.55	 13.18	 13.83
HMR_4391	DHAP[c] => GAP[c] + 3.2552e-06 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.18	 0.49	 0.82	 1.13	 1.46	 1.78	 2.10	 2.42	 2.74	 3.06	 3.39	 3.70	 4.03	 4.34	 4.67	 4.98	 5.31	 5.63	 5.95	 6.27	 6.59	 6.91
HMR_4396	glucose-1-phosphate[c] => glucose-6-phosphate[c] + 2.3116e-05 Mass Constraint[s]	Glycolysis / Gluconeogenesis	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.00	 0.18	 0.49	 0.82	 1.13	 1.46	 1.78	 2.10	 2.42	 2.74	 3.06	 3.39	 3.70	 4.03	 4.34	 4.67	 4.98	 5.31	 5.63	 5.95	 6.27	 6.59	 6.91
HMR_3163	butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m] + 0.0013387 Mass Constraint[s]	Butanoate metabolism	 -0.00	 0.01	 0.03	 0.04	 0.06	 0.07	 0.09	 0.10	 0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00	 -0.00
